"SID","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","authentic","SE","Happy","Lonely","day","real_order","pos_emotion","neg_emotion"
"45",-0.675,-1.93181818181818,1.45454545454545,1.81818181818182,-1.02272727272727,0.977272727272727,0.365853658536585,0.113636363636364,-1.81818181818182,-0.0909090909090909,0.75,1.70454545454545,-0.886363636363636,4.63636363636364,0.977272727272728,NA,NA
"45",0.325,-0.931818181818182,1.45454545454545,-1.18181818181818,-0.0227272727272727,0.977272727272727,0.365853658536585,0.113636363636364,2.18181818181818,-0.0909090909090909,-0.25,0.704545454545455,-0.886363636363636,0.636363636363637,-0.0227272727272725,NA,NA
"45",-0.675,2.06818181818182,-1.54545454545455,-1.18181818181818,0.977272727272727,-2.02272727272727,-0.634146341463415,0.113636363636364,2.18181818181818,-0.0909090909090909,-0.25,-1.29545454545455,1.11363636363636,-3.36363636363636,-1.02272727272727,NA,NA
"45",-0.675,-0.931818181818182,-1.54545454545455,-1.18181818181818,-0.0227272727272727,-0.0227272727272727,0.365853658536585,0.113636363636364,1.18181818181818,-0.0909090909090909,-1.25,-1.29545454545455,0.113636363636364,-7.36363636363636,-2.02272727272727,NA,NA
"45",-0.675,1.06818181818182,1.45454545454545,-0.181818181818182,-0.0227272727272727,-1.02272727272727,-1.63414634146341,-0.886363636363636,-0.818181818181818,-0.0909090909090909,-0.25,-0.295454545454545,1.11363636363636,-11.3636363636364,-3.02272727272727,NA,NA
"45",0.325,1.06818181818182,-0.545454545454545,0.818181818181818,-0.0227272727272727,-0.0227272727272727,0.365853658536585,0.113636363636364,-0.818181818181818,-1.09090909090909,0.75,-0.295454545454545,0.113636363636364,-15.3636363636364,2.97727272727273,NA,NA
"45",NA,1.06818181818182,-0.545454545454545,-1.18181818181818,-0.0227272727272727,0.977272727272727,0.365853658536585,0.113636363636364,1.18181818181818,-0.0909090909090909,-0.25,-0.295454545454545,-0.886363636363636,-19.3636363636364,1.97727272727273,NA,NA
"45",0.325,0.0681818181818182,0.454545454545455,1.81818181818182,-1.02272727272727,-0.0227272727272727,0.365853658536585,0.113636363636364,-1.81818181818182,-0.0909090909090909,-0.25,0.704545454545455,1.11363636363636,21.6363636363636,-2.02272727272727,NA,NA
"45",0.325,-0.931818181818182,1.45454545454545,1.81818181818182,-1.02272727272727,0.977272727272727,0.365853658536585,0.113636363636364,-1.81818181818182,0.909090909090909,-0.25,1.70454545454545,-0.886363636363636,17.6363636363636,-3.02272727272727,NA,NA
"45",-0.675,-0.931818181818182,0.454545454545455,-0.181818181818182,0.977272727272727,0.977272727272727,0.365853658536585,1.11363636363636,0.181818181818182,0.909090909090909,-0.25,-0.295454545454545,-0.886363636363636,13.6363636363636,2.97727272727273,NA,NA
"45",0.325,-0.931818181818182,1.45454545454545,0.818181818181818,-0.0227272727272727,0.977272727272727,0.365853658536585,0.113636363636364,-0.818181818181818,-0.0909090909090909,-0.25,-0.295454545454545,0.113636363636364,9.63636363636364,1.97727272727273,NA,NA
"45",NA,-1.93181818181818,0.454545454545455,1.81818181818182,-1.02272727272727,-1.02272727272727,NA,0.113636363636364,-1.81818181818182,0.909090909090909,0.75,1.70454545454545,-0.886363636363636,5.63636363636364,0.977272727272728,NA,NA
"45",0.325,-1.93181818181818,1.45454545454545,-0.181818181818182,-0.0227272727272727,1.97727272727273,0.365853658536585,0.113636363636364,0.181818181818182,-0.0909090909090909,0.75,-0.295454545454545,-0.886363636363636,-2.36363636363636,-1.02272727272727,NA,NA
"45",0.325,-0.931818181818182,-1.54545454545455,-1.18181818181818,-0.0227272727272727,0.977272727272727,0.365853658536585,0.113636363636364,0.181818181818182,-0.0909090909090909,0.75,-1.29545454545455,-0.886363636363636,-6.36363636363636,-2.02272727272727,NA,NA
"45",0.325,0.0681818181818182,-0.545454545454545,-1.18181818181818,-0.0227272727272727,-0.0227272727272727,0.365853658536585,0.113636363636364,1.18181818181818,-0.0909090909090909,0.75,-1.29545454545455,0.113636363636364,-10.3636363636364,-3.02272727272727,NA,NA
"45",0.325,0.0681818181818182,-1.54545454545455,-1.18181818181818,0.977272727272727,-1.02272727272727,0.365853658536585,0.113636363636364,2.18181818181818,-0.0909090909090909,-2.25,-1.29545454545455,1.11363636363636,-14.3636363636364,2.97727272727273,NA,NA
"45",0.325,-0.931818181818182,-0.545454545454545,-0.181818181818182,-1.02272727272727,1.97727272727273,0.365853658536585,0.113636363636364,0.181818181818182,-0.0909090909090909,0.75,0.704545454545455,-0.886363636363636,-18.3636363636364,1.97727272727273,NA,NA
"45",0.325,2.06818181818182,-0.545454545454545,0.818181818181818,-0.0227272727272727,-1.02272727272727,0.365853658536585,0.113636363636364,-0.818181818181818,-0.0909090909090909,0.75,0.704545454545455,1.11363636363636,22.6363636363636,-2.02272727272727,NA,NA
"45",0.325,-1.93181818181818,0.454545454545455,1.81818181818182,-1.02272727272727,1.97727272727273,0.365853658536585,0.113636363636364,-1.81818181818182,-0.0909090909090909,0.75,1.70454545454545,-0.886363636363636,18.6363636363636,-3.02272727272727,NA,NA
"45",NA,2.06818181818182,0.454545454545455,-0.181818181818182,1.97727272727273,-2.02272727272727,NA,0.113636363636364,0.181818181818182,-1.09090909090909,-1.25,-1.29545454545455,3.11363636363636,14.6363636363636,2.97727272727273,NA,NA
"45",0.325,-1.93181818181818,1.45454545454545,1.81818181818182,-0.0227272727272727,0.977272727272727,0.365853658536585,0.113636363636364,-0.818181818181818,-0.0909090909090909,0.75,1.70454545454545,-0.886363636363636,10.6363636363636,1.97727272727273,NA,NA
"45",1.325,-0.931818181818182,0.454545454545455,0.818181818181818,-1.02272727272727,1.97727272727273,-0.634146341463415,0.113636363636364,-1.81818181818182,0.909090909090909,0.75,1.70454545454545,-0.886363636363636,6.63636363636364,0.977272727272728,NA,NA
"45",-0.675,2.06818181818182,-1.54545454545455,-1.18181818181818,-0.0227272727272727,-2.02272727272727,0.365853658536585,0.113636363636364,0.181818181818182,0.909090909090909,-0.25,-0.295454545454545,1.11363636363636,2.63636363636364,-0.0227272727272725,NA,NA
"45",-0.675,2.06818181818182,-1.54545454545455,-2.18181818181818,0.977272727272727,-2.02272727272727,0.365853658536585,0.113636363636364,2.18181818181818,-0.0909090909090909,-0.25,-1.29545454545455,1.11363636363636,-1.36363636363636,-1.02272727272727,NA,NA
"45",-0.675,2.06818181818182,-1.54545454545455,-0.181818181818182,-0.0227272727272727,-2.02272727272727,-1.63414634146341,0.113636363636364,0.181818181818182,0.909090909090909,0.75,-0.295454545454545,0.113636363636364,-5.36363636363636,-2.02272727272727,NA,NA
"45",0.325,0.0681818181818182,-1.54545454545455,-2.18181818181818,1.97727272727273,-0.0227272727272727,-0.634146341463415,-0.886363636363636,2.18181818181818,-0.0909090909090909,-2.25,-1.29545454545455,0.113636363636364,-9.36363636363636,-3.02272727272727,NA,NA
"45",-0.675,-1.93181818181818,2.45454545454545,0.818181818181818,-1.02272727272727,0.977272727272727,0.365853658536585,-0.886363636363636,-0.818181818181818,-0.0909090909090909,0.75,0.704545454545455,-0.886363636363636,-13.3636363636364,2.97727272727273,NA,NA
"45",0.325,-0.931818181818182,-1.54545454545455,0.818181818181818,-1.02272727272727,0.977272727272727,0.365853658536585,0.113636363636364,-1.81818181818182,-1.09090909090909,0.75,1.70454545454545,-0.886363636363636,-17.3636363636364,1.97727272727273,NA,NA
"45",-0.675,0.0681818181818182,2.45454545454545,0.818181818181818,-1.02272727272727,-0.0227272727272727,1.36585365853659,-0.886363636363636,-0.818181818181818,-1.09090909090909,-0.25,0.704545454545455,-0.886363636363636,-21.3636363636364,0.977272727272728,NA,NA
"45",-0.675,1.06818181818182,-0.545454545454545,-0.181818181818182,-1.02272727272727,-0.0227272727272727,-0.634146341463415,0.113636363636364,0.181818181818182,-0.0909090909090909,-0.25,-0.295454545454545,-0.886363636363636,-23.3636363636364,0.977272727272728,NA,NA
"47",-0.0666666666666667,-0.260869565217391,1.73913043478261,0.478260869565217,-0.652173913043478,0.260869565217391,-0.133333333333333,0,-0.695652173913043,-0.565217391304348,0.130434782608696,0.652173913043478,-0.739130434782609,38.8695652173913,1.60869565217391,NA,NA
"47",NA,0.739130434782609,0.739130434782609,0.478260869565217,-0.652173913043478,0.260869565217391,NA,0,0.304347826086957,-0.565217391304348,0.130434782608696,0.652173913043478,-0.739130434782609,-1.1304347826087,-1.39130434782609,NA,NA
"47",NA,1.73913043478261,-1.26086956521739,-1.52173913043478,0.347826086956522,-1.73913043478261,NA,1,1.30434782608696,-0.565217391304348,-0.869565217391304,-1.34782608695652,2.26086956521739,-9.1304347826087,-3.39130434782609,NA,NA
"47",NA,-0.260869565217391,1.73913043478261,0.478260869565217,0.347826086956522,-1.73913043478261,NA,-1,-0.695652173913043,-0.565217391304348,0.130434782608696,-0.347826086956522,1.26086956521739,11.8695652173913,1.60869565217391,NA,NA
"47",-0.0666666666666667,0.739130434782609,-0.260869565217391,0.478260869565217,-0.652173913043478,0.260869565217391,-0.133333333333333,0,0.304347826086957,0.434782608695652,0.130434782608696,1.65217391304348,-0.739130434782609,3.8695652173913,-0.391304347826087,NA,NA
"47",NA,-1.26086956521739,1.73913043478261,1.47826086956522,-0.652173913043478,0.260869565217391,NA,-1,0.304347826086957,-0.565217391304348,0.130434782608696,0.652173913043478,-0.739130434782609,-0.130434782608695,-1.39130434782609,NA,NA
"47",-0.0666666666666667,-1.26086956521739,0.739130434782609,0.478260869565217,-0.652173913043478,1.26086956521739,-0.133333333333333,0,-0.695652173913043,0.434782608695652,0.130434782608696,-0.347826086956522,-0.739130434782609,-8.1304347826087,-3.39130434782609,NA,NA
"47",NA,-1.26086956521739,-0.260869565217391,-0.521739130434783,0.347826086956522,-0.739130434782609,NA,0,1.30434782608696,0.434782608695652,-0.869565217391304,-0.347826086956522,1.26086956521739,-12.1304347826087,2.60869565217391,NA,NA
"47",-0.0666666666666667,-0.260869565217391,-1.26086956521739,0.478260869565217,-0.652173913043478,1.26086956521739,-0.133333333333333,1,-0.695652173913043,1.43478260869565,1.1304347826087,1.65217391304348,-0.739130434782609,-16.1304347826087,1.60869565217391,NA,NA
"47",-0.0666666666666667,-1.26086956521739,-1.26086956521739,0.478260869565217,-0.652173913043478,1.26086956521739,0.866666666666667,0,-0.695652173913043,0.434782608695652,1.1304347826087,0.652173913043478,-0.739130434782609,20.8695652173913,-3.39130434782609,NA,NA
"47",-0.0666666666666667,-1.26086956521739,-1.26086956521739,0.478260869565217,-0.652173913043478,-0.739130434782609,-0.133333333333333,-1,-0.695652173913043,-0.565217391304348,0.130434782608696,0.652173913043478,-0.739130434782609,12.8695652173913,1.60869565217391,NA,NA
"47",0.933333333333333,-0.260869565217391,0.739130434782609,1.47826086956522,0.347826086956522,1.26086956521739,-0.133333333333333,0,-0.695652173913043,0.434782608695652,1.1304347826087,0.652173913043478,-0.739130434782609,4.8695652173913,-0.391304347826087,NA,NA
"47",-0.0666666666666667,-0.260869565217391,-0.260869565217391,-0.521739130434783,-0.652173913043478,1.26086956521739,-0.133333333333333,0,0.304347826086957,0.434782608695652,0.130434782608696,-0.347826086956522,0.260869565217391,-3.1304347826087,-2.39130434782609,NA,NA
"47",NA,1.73913043478261,-1.26086956521739,-1.52173913043478,0.347826086956522,-1.73913043478261,NA,1,1.30434782608696,0.434782608695652,0.130434782608696,-0.347826086956522,1.26086956521739,-7.1304347826087,-3.39130434782609,NA,NA
"47",-0.0666666666666667,-1.26086956521739,0.739130434782609,0.478260869565217,0.347826086956522,1.26086956521739,0.866666666666667,-1,-0.695652173913043,-0.565217391304348,0.130434782608696,-0.347826086956522,-0.739130434782609,-11.1304347826087,2.60869565217391,NA,NA
"47",-0.0666666666666667,-0.260869565217391,-0.260869565217391,0.478260869565217,1.34782608695652,0.260869565217391,0.866666666666667,0,-0.695652173913043,0.434782608695652,0.130434782608696,-0.347826086956522,-0.739130434782609,-15.1304347826087,1.60869565217391,NA,NA
"47",NA,0.739130434782609,0.739130434782609,-0.521739130434783,0.347826086956522,-1.73913043478261,NA,-1,-0.695652173913043,-0.565217391304348,-0.869565217391304,-0.347826086956522,2.26086956521739,17.8695652173913,2.60869565217391,NA,NA
"47",-0.0666666666666667,-0.260869565217391,0.739130434782609,-0.521739130434783,0.347826086956522,1.26086956521739,0.866666666666667,0,0.304347826086957,-0.565217391304348,0.130434782608696,-0.347826086956522,-0.739130434782609,13.8695652173913,1.60869565217391,NA,NA
"47",-0.0666666666666667,1.73913043478261,-1.26086956521739,-1.52173913043478,1.34782608695652,-1.73913043478261,-0.133333333333333,0,0.304347826086957,-0.565217391304348,-0.869565217391304,-1.34782608695652,1.26086956521739,5.8695652173913,-0.391304347826087,NA,NA
"47",-0.0666666666666667,1.73913043478261,-1.26086956521739,-2.52173913043478,1.34782608695652,-1.73913043478261,-2.13333333333333,0,1.30434782608696,-0.565217391304348,-0.869565217391304,-2.34782608695652,-0.739130434782609,-6.1304347826087,-3.39130434782609,NA,NA
"47",-0.0666666666666667,-1.26086956521739,0.739130434782609,0.478260869565217,-0.652173913043478,1.26086956521739,-0.133333333333333,1,0.304347826086957,0.434782608695652,0.130434782608696,0.652173913043478,-0.739130434782609,-10.1304347826087,2.60869565217391,NA,NA
"47",NA,0.739130434782609,-0.260869565217391,-0.521739130434783,0.347826086956522,-0.739130434782609,NA,0,0.304347826086957,-0.565217391304348,-0.869565217391304,-0.347826086956522,1.26086956521739,-14.1304347826087,1.60869565217391,NA,NA
"47",-0.0666666666666667,0.739130434782609,-0.260869565217391,1.47826086956522,-0.652173913043478,1.26086956521739,-0.133333333333333,1,-0.695652173913043,1.43478260869565,0.130434782608696,0.652173913043478,-0.739130434782609,-17.1304347826087,1.60869565217391,NA,NA
"48",1.5,-0.473684210526316,2.42105263157895,1.42105263157895,-0.210526315789474,0.473684210526316,0.966666666666667,-0.552631578947368,-0.473684210526316,0.210526315789474,0.184210526315789,-0.684210526315789,-0.0789473684210527,23.3684210526316,2.13157894736842,NA,NA
"48",NA,0.526315789473684,0.421052631578947,0.421052631578947,-0.210526315789474,-1.52631578947368,NA,0.447368421052632,-0.473684210526316,0.210526315789474,1.18421052631579,1.31578947368421,-0.0789473684210527,15.3684210526316,0.131578947368421,NA,NA
"48",-0.5,1.52631578947368,1.42105263157895,-0.578947368421053,-0.210526315789474,-1.52631578947368,-2.03333333333333,-0.552631578947368,1.52631578947368,0.210526315789474,-0.815789473684211,-1.68421052631579,-0.0789473684210527,11.3684210526316,-0.868421052631579,NA,NA
"48",-0.5,1.52631578947368,2.42105263157895,1.42105263157895,-0.210526315789474,-1.52631578947368,-2.03333333333333,-0.552631578947368,0.526315789473684,0.210526315789474,1.18421052631579,-0.684210526315789,-0.0789473684210527,7.36842105263158,-1.86842105263158,NA,NA
"48",-0.5,1.52631578947368,1.42105263157895,-0.578947368421053,0.789473684210526,-1.52631578947368,-2.03333333333333,-0.552631578947368,-0.473684210526316,0.210526315789474,0.184210526315789,-0.684210526315789,-0.0789473684210527,3.36842105263158,-2.86842105263158,NA,NA
"48",-0.5,-0.473684210526316,0.421052631578947,0.421052631578947,-0.210526315789474,-0.526315789473684,-2.03333333333333,-0.552631578947368,-0.473684210526316,-0.789473684210526,-0.815789473684211,-0.684210526315789,-0.0789473684210527,-4.63157894736842,2.13157894736842,NA,NA
"48",1.5,1.52631578947368,1.42105263157895,0.421052631578947,-0.210526315789474,0.473684210526316,0.966666666666667,-0.552631578947368,-0.473684210526316,-1.78947368421053,-0.815789473684211,0.315789473684211,-0.0789473684210527,-8.63157894736842,1.13157894736842,NA,NA
"48",NA,-1.47368421052632,-1.57894736842105,1.42105263157895,-0.210526315789474,-1.52631578947368,NA,-0.552631578947368,-0.473684210526316,0.210526315789474,-0.815789473684211,0.315789473684211,-0.0789473684210527,-12.6315789473684,0.131578947368421,NA,NA
"48",-0.5,1.52631578947368,-0.578947368421053,-0.578947368421053,-0.210526315789474,0.473684210526316,-2.03333333333333,-0.552631578947368,-0.473684210526316,0.210526315789474,-0.815789473684211,-0.684210526315789,-0.0789473684210527,-16.6315789473684,-0.868421052631579,NA,NA
"48",NA,1.52631578947368,2.42105263157895,1.42105263157895,-0.210526315789474,-1.52631578947368,NA,-0.552631578947368,-0.473684210526316,0.210526315789474,-0.815789473684211,-0.684210526315789,-0.0789473684210527,28.3684210526316,3.13157894736842,NA,NA
"48",-0.5,0.526315789473684,-1.57894736842105,0.421052631578947,-0.210526315789474,1.47368421052632,-0.0333333333333333,0.447368421052632,-0.473684210526316,0.210526315789474,1.18421052631579,1.31578947368421,-0.0789473684210527,16.3684210526316,0.131578947368421,NA,NA
"48",0.5,-1.47368421052632,-1.57894736842105,0.421052631578947,-0.210526315789474,0.473684210526316,-0.0333333333333333,0.447368421052632,0.526315789473684,0.210526315789474,1.18421052631579,0.315789473684211,-0.0789473684210527,12.3684210526316,-0.868421052631579,NA,NA
"48",NA,0.526315789473684,0.421052631578947,-0.578947368421053,1.78947368421053,-1.52631578947368,NA,-0.552631578947368,3.52631578947368,0.210526315789474,-1.81578947368421,-1.68421052631579,-0.0789473684210527,8.36842105263158,-1.86842105263158,NA,NA
"48",-0.5,1.52631578947368,0.421052631578947,0.421052631578947,-0.210526315789474,-0.526315789473684,-2.03333333333333,-0.552631578947368,-0.473684210526316,0.210526315789474,-0.815789473684211,-0.684210526315789,-0.0789473684210527,4.36842105263158,-2.86842105263158,NA,NA
"48",NA,-1.47368421052632,2.42105263157895,-0.578947368421053,-0.210526315789474,-1.52631578947368,NA,1.44736842105263,0.526315789473684,0.210526315789474,-0.815789473684211,-0.684210526315789,-0.0789473684210527,0.368421052631579,3.13157894736842,NA,NA
